et,brisque,piqe
1719156219,49.43857,30.1175
1719156220,50.09503,30.05786
1719156221,50.44205,30.60335
1719156222,50.35355,31.70741
1719156223,50.38127,32.38518
1719156224,50.30777,32.21725
1719156225,50.30494,31.33552
1719156226,50.07393,30.6134
1719156227,50.04301,30.29902
1719156228,49.79117,29.44327
1719156229,50.21394,30.58107
1719156230,50.07342,30.08933
1719156231,50.35613,30.01479
1719156232,50.21971,30.71654
1719156233,50.23786,29.58853
1719156234,51.00337,32.25868
1719156235,50.55954,32.3638
1719156236,49.30758,31.75283
1719156237,49.64466,30.70023
1719156238,48.89559,30.08382
1719156239,49.6929,31.26343
1719156240,49.50542,30.31035
1719156241,50.38637,31.74172
1719156242,50.03797,32.57306
1719156243,50.20632,32.20183
1719156244,50.07,31.5035
1719156245,49.62805,30.91487
1719156246,49.99936,30.52356
1719156247,49.34068,30.18062
1719156248,49.80801,29.62696
1719156249,50.31509,32.24717
1719156250,51.85166,33.07311
1719156251,51.23467,31.59453
1719156252,50.70152,32.95473
1719156253,50.28164,32.56477
1719156254,49.64399,31.0836
1719156255,49.62822,32.71793
1719156256,49.97133,29.88088
1719156257,50.36768,31.08355
1719156258,50.58136,30.86192
1719156259,49.87793,32.48683
1719156260,49.87058,31.73546
1719156261,51.03553,31.33841
1719156262,49.52044,30.85242
1719156263,49.40691,29.62226
1719156264,50.83327,31.72263
1719156265,49.87429,31.76962
1719156266,49.49107,31.99695
1719156267,49.02792,30.97444
1719156268,48.61189,30.35865
1719156269,48.7976,29.83954
1719156270,50.49755,34.42888
1719156271,52.39382,33.7866
1719156272,52.42525,33.68354
1719156273,57.97141,42.92163
1719156274,56.64695,42.98662
1719156275,56.05401,41.04251
1719156276,55.89198,41.39619
1719156277,54.05507,41.82189
1719156278,53.33652,42.28242
1719156279,52.47046,42.25115
1719156280,52.11421,41.46673
1719156281,51.42692,40.415
1719156282,56.8274,36.58028
1719156283,54.80508,34.95903
1719156284,54.32116,35.03029
1719156285,53.36202,34.25194
1719156286,53.36033,33.85201
1719156287,56.43074,41.63129
1719156288,53.15981,41.75686
1719156289,52.5231,41.36975
1719156290,52.33483,40.62679
1719156291,52.24614,40.71766
1719156292,52.34095,41.037
1719156293,52.34028,40.86982
1719156294,52.44432,41.56776
1719156295,52.36479,41.06861
1719156296,52.15045,40.5061
1719156297,57.6623,37.11038
1719156298,54.195,32.70728
1719156299,53.34448,34.77577
1719156300,52.94062,33.8294
1719156301,52.60863,34.2768
1719156302,52.36354,32.8233
1719156303,53.27207,40.76198
1719156304,52.87999,41.01458
1719156305,53.95836,40.9913
1719156306,54.4835,41.42315
1719156307,53.01828,40.23252
1719156308,52.51679,42.17414
1719156309,53.18686,41.19475
1719156310,52.88557,41.12217
1719156311,52.38583,40.23423
1719156312,51.69244,40.6385
1719156313,55.4344,36.08455
1719156314,53.90798,34.13719
1719156315,53.01865,34.7028
1719156316,52.86241,34.98258
1719156317,52.29611,34.62653
1719156318,51.89782,33.32162
1719156319,51.84411,31.88721
1719156320,51.59009,33.37202
1719156321,51.0737,31.90769
1719156322,51.37662,31.40563
1719156323,51.08315,33.25398
1719156324,50.40581,28.70104
1719156325,50.13096,29.76048
1719156326,50.41444,31.35348
1719156327,50.225,31.41261
1719156328,52.97442,32.79407
1719156329,52.55635,31.73393
1719156330,52.47094,32.43375
1719156331,53.26394,33.98931
1719156332,52.83142,32.61486
1719156333,53.11122,33.1265
1719156334,52.4598,32.45209
1719156335,53.01571,33.45855
1719156336,52.57705,33.08639
1719156337,52.78111,32.44682
1719156338,52.65276,32.16393
1719156339,52.7147,32.61897
1719156340,52.8107,30.21817
1719156341,52.9476,32.37291
1719156342,52.40609,32.82846
1719156343,52.80922,33.50149
1719156344,52.48043,32.82475
1719156345,51.64937,33.30944
1719156346,51.18031,31.5924
1719156347,51.32241,32.28418
1719156348,52.09412,32.2942
1719156349,52.43628,31.73838
1719156350,52.38331,32.71252
1719156351,52.25093,33.52017
1719156352,52.47645,32.93887
1719156353,52.17658,32.71776
1719156354,52.60097,33.65529
1719156355,52.5343,31.88929
1719156356,52.08872,32.30852
1719156357,51.30989,31.87916
1719156358,52.26195,32.43512
1719156359,52.13474,32.14171
1719156360,52.08337,32.55879
1719156361,52.53686,32.91479
1719156362,52.04104,32.05957
1719156363,52.32519,32.35015
1719156364,52.13301,31.77365
1719156365,51.76168,31.89449
1719156366,51.57115,31.4807
1719156367,53.18542,32.87736
1719156368,52.64211,32.81361
1719156369,52.25722,32.79398
1719156370,52.78586,32.03348
1719156371,52.66881,32.87168
1719156372,52.20331,31.79702
1719156373,53.03616,35.59874
1719156374,52.71706,34.03789
1719156375,53.09721,33.36363
1719156376,53.22422,31.83218
1719156377,53.56097,33.60333
1719156378,52.4825,32.79892
1719156379,51.42659,32.80823
1719156380,49.21895,32.68286
1719156381,49.58547,32.06282
1719156382,50.59934,33.24258
1719156383,49.15413,33.09401
1719156384,49.518,32.49049
1719156385,49.52145,32.81185
1719156386,57.13938,42.28742
1719156387,55.00959,41.65508
1719156388,54.99828,42.25883
1719156389,54.77633,41.89213
1719156390,53.96581,40.90672
1719156391,53.57332,41.67211
1719156392,53.37875,40.39781
1719156393,53.02653,41.73363
1719156394,52.43286,42.128
1719156395,53.27659,40.22594
1719156396,56.91809,36.21053
1719156397,55.40722,34.67321
1719156398,54.76985,35.7024
1719156399,53.84554,33.99117
1719156400,53.28067,33.25984
1719156401,52.56281,32.95203
1719156402,55.5461,41.68979
1719156403,54.32195,41.0329
1719156404,53.94035,40.61506
1719156405,54.18438,41.05495
1719156406,52.87367,40.5978
1719156407,51.31154,40.97337
1719156408,51.68013,40.45829
1719156409,51.80997,40.43323
1719156410,51.52904,40.50827
1719156411,51.11854,40.63891
1719156412,57.72738,37.79085
1719156413,53.24504,34.5536
1719156414,53.04133,33.89397
1719156415,53.03111,33.05925
1719156416,52.8662,32.77729
1719156417,53.29289,33.18233
1719156418,52.58505,33.16056
1719156419,54.18484,40.6237
1719156420,54.5369,42.42586
1719156421,54.19141,40.4882
1719156422,53.54801,40.42848
1719156423,53.23327,40.03371
1719156424,53.54261,40.81474
1719156425,53.22418,39.47581
1719156426,53.21454,39.56902
1719156427,52.95855,39.86736
1719156428,53.10842,41.00468
1719156429,52.8324,38.84338
1719156430,54.73218,34.33483
1719156431,52.56418,33.20279
1719156432,52.62883,33.90702
1719156433,52.66087,32.71087
1719156434,52.75935,33.07837
1719156435,52.46415,33.42703
1719156436,56.37311,41.99344
1719156437,54.54263,41.78256
1719156438,53.67155,42.95643
1719156439,54.49783,41.99751
1719156440,53.53343,40.58114
1719156441,52.83184,39.53185
1719156442,52.40712,40.26493
1719156443,52.55783,40.91301
1719156444,53.56016,40.03216
1719156445,54.16277,40.84921
1719156446,62.59968,38.16158
1719156447,57.51463,35.92709
1719156448,54.44609,33.77812
1719156449,54.29475,34.01392
1719156450,53.04342,32.03319
1719156451,52.97447,31.12993
1719156452,53.12415,31.62361
1719156453,56.12384,42.86392
1719156454,55.63025,40.7541
1719156455,55.13723,41.83453
1719156456,54.73898,43.08053
1719156457,54.91242,41.52569
1719156458,55.20829,42.11608
1719156459,55.4307,41.57364
1719156460,54.57143,42.65834
