bps,et
17088000,1714919022
1725360,1714919023
1740480,1714919024
1749120,1714919025
1718880,1714919026
1707280,1714919027
1743040,1714919028
1746880,1714919029
1732960,1714919030
1714240,1714919031
1707920,1714919032
1571600,1714919033
1382960,1714919034
1185920,1714919035
983840,1714919036
767920,1714919037
565200,1714919038
418960,1714919039
211920,1714919040
137280,1714919041
133840,1714919042
127360,1714919043
128400,1714919044
123600,1714919045
125440,1714919046
125440,1714919047
61440,1714919048
6056000,1714919049
64640,1714919050
70320,1714919051
73000000,1714919052
71440,1714919053
78560,1714919054
79760,1714919055
87280,1714919056
90240,1714919057
10008000,1714919058
101920,1714919059
110800,1714919060
120800,1714919061
129440,1714919062
134320,1714919063
137920,1714919064
138080,1714919065
139040,1714919066
142880,1714919067
143280,1714919068
141680,1714919069
138400,1714919070
138960,1714919071
14016000,1714919072
142880,1714919073
144400,1714919074
147040,1714919075
148240,1714919076
153680,1714919077
158560,1714919078
161920,1714919079
170240,1714919080
176480,1714919081
177920,1714919082
183360,1714919083
189280,1714919084
193360,1714919085
198000,1714919086
203040,1714919087
20360000,1714919088
208560,1714919089
215680,1714919090
2200000,1714919091
227120,1714919092
227120,1714919093
232560,1714919094
235520,1714919095
235520,1714919096
239360,1714919097
244480,1714919098
246800,1714919099
245440,1714919100
245440,1714919101
247920,1714919102
254960,1714919103
256320,1714919104
259680,1714919105
262320,1714919106
26696000,1714919107
263200,1714919108
270000,1714919109
272320,1714919110
280560,1714919111
284960,1714919112
287200,1714919113
292080,1714919114
291040,1714919115
305040,1714919116
307120,1714919117
313120,1714919118
309840,1714919119
321360,1714919120
329600,1714919121
330720,1714919122
330240,1714919123
334080,1714919124
34064000,1714919125
343840,1714919126
346880,1714919127
346880,1714919128
350400,1714919129
358880,1714919130
372640,1714919131
377360,1714919132
379680,1714919133
381440,1714919134
386960,1714919135
388800,1714919136
390320,1714919137
387680,1714919138
385440,1714919139
386880,1714919140
388720,1714919141
395600,1714919142
397120,1714919143
403840,1714919144
410480,1714919145
415360,1714919146
421120,1714919147
418560,1714919148
426000,1714919149
430320,1714919150
431920,1714919151
425680,1714919152
425040,1714919153
430240,1714919154
430240,1714919155
430720,1714919156
443120,1714919157
444000,1714919158
442320,1714919159
446160,1714919160
451760,1714919161
447520,1714919162
402320,1714919163
3560000,1714919164
305680,1714919165
26016000,1714919166
214560,1714919167
165440,1714919168
122480,1714919169
80240,1714919170
139520,1714919171
149680,1714919172
159200,1714919173
168720,1714919174
169200,1714919175
165760,1714919176
16296000,1714919177
160560,1714919178
160560,1714919179
97680,1714919180
87360,1714919181
77680,1714919182
67520,1714919183
67680,1714919184
7296000,1714919185
79840,1714919186
83840,1714919187
89280,1714919188
94800,1714919189
97280,1714919190
1000000,1714919191
102720,1714919192
105920,1714919193
106240,1714919194
108000,1714919195
107760,1714919196
106800,1714919197
106080,1714919198
107040,1714919199
105120,1714919200
105040,1714919201
106080,1714919202
105280,1714919203
105360,1714919204
104400,1714919205
104400,1714919206
104720,1714919207
103840,1714919208
103920,1714919209
102480,1714919210
100880,1714919211
100400,1714919212
10056000,1714919213
101040,1714919214
101600,1714919215
101920,1714919216
105360,1714919217
108800,1714919218
112480,1714919219
114480,1714919220
112960,1714919221
11608000,1714919222
118000,1714919223
117840,1714919224
116560,1714919225
117920,1714919226
116560,1714919227
1168000,1714919228
121280,1714919229
116480,1714919230
114560,1714919231
115120,1714919232
118800,1714919233
11256000,1714919234
113440,1714919235
112720,1714919236
111760,1714919237
114240,1714919238
115360,1714919239
116960,1714919240
115200,1714919241
116720,1714919242
112800,1714919243
110880,1714919244
111280,1714919245
111280,1714919246
112320,1714919247
112240,1714919248
112640,1714919249
113840,1714919250
117360,1714919251
120480,1714919252
121760,1714919253
124560,1714919254
124880,1714919255
126400,1714919256
126800,1714919257
129840,1714919258
130000,1714919259
131840,1714919260
135760,1714919261
137360,1714919262
139440,1714919263
142960,1714919264
