fps,et
16,1714919021
20,1714919022
19,1714919023
20,1714919024
20,1714919025
19,1714919026
19,1714919027
19,1714919028
20,1714919029
18,1714919030
21,1714919031
1,1714919032
0,1714919033
1,1714919034
1,1714919035
1,1714919036
2,1714919037
3,1714919038
4,1714919039
2,1714919040
3,1714919041
3,1714919042
5,1714919043
8,1714919044
11,1714919045
12,1714919046
13,1714919047
9,1714919048
9,1714919049
10,1714919050
11,1714919051
13,1714919052
15,1714919053
16,1714919054
15,1714919055
16,1714919056
15,1714919057
14,1714919058
17,1714919059
13,1714919060
14,1714919061
14,1714919062
15,1714919063
17,1714919064
15,1714919065
16,1714919066
15,1714919067
15,1714919068
12,1714919069
17,1714919070
16,1714919071
14,1714919072
17,1714919073
14,1714919074
15,1714919075
15,1714919076
15,1714919077
15,1714919078
15,1714919079
15,1714919080
15,1714919081
15,1714919082
15,1714919083
15,1714919084
14,1714919085
16,1714919086
15,1714919087
15,1714919088
15,1714919089
14,1714919090
16,1714919091
15,1714919092
15,1714919093
15,1714919094
15,1714919095
15,1714919096
15,1714919097
15,1714919098
11,1714919099
17,1714919100
17,1714919101
15,1714919102
15,1714919103
15,1714919104
14,1714919105
16,1714919106
16,1714919107
14,1714919108
15,1714919109
14,1714919110
14,1714919111
16,1714919112
15,1714919113
15,1714919114
15,1714919115
15,1714919116
15,1714919117
15,1714919118
15,1714919119
15,1714919120
14,1714919121
10,1714919122
19,1714919123
17,1714919124
11,1714919125
18,1714919126
15,1714919127
15,1714919128
14,1714919129
14,1714919130
15,1714919131
15,1714919132
15,1714919133
15,1714919134
15,1714919135
15,1714919136
15,1714919137
15,1714919138
15,1714919139
15,1714919140
15,1714919141
15,1714919142
14,1714919143
15,1714919144
15,1714919145
15,1714919146
15,1714919147
15,1714919148
15,1714919149
15,1714919150
3,1714919151
12,1714919152
21,1714919153
20,1714919154
17,1714919155
15,1714919156
15,1714919157
15,1714919158
15,1714919159
15,1714919160
4,1714919161
3,1714919162
3,1714919163
3,1714919164
3,1714919165
2,1714919166
0,1714919167
0,1714919168
0,1714919169
5,1714919170
7,1714919171
16,1714919172
17,1714919173
16,1714919174
13,1714919175
10,1714919176
11,1714919177
13,1714919178
11,1714919179
15,1714919180
16,1714919181
16,1714919182
16,1714919183
15,1714919184
15,1714919185
14,1714919186
16,1714919187
15,1714919188
13,1714919189
16,1714919190
15,1714919191
15,1714919192
15,1714919193
15,1714919194
15,1714919195
14,1714919196
17,1714919197
13,1714919198
15,1714919199
15,1714919200
14,1714919201
15,1714919202
16,1714919203
14,1714919204
16,1714919205
14,1714919206
14,1714919207
15,1714919208
15,1714919209
15,1714919210
15,1714919211
13,1714919212
15,1714919213
16,1714919214
14,1714919215
16,1714919216
15,1714919217
15,1714919218
13,1714919219
17,1714919220
14,1714919221
16,1714919222
15,1714919223
15,1714919224
15,1714919225
14,1714919226
16,1714919227
14,1714919228
16,1714919229
15,1714919230
15,1714919231
15,1714919232
15,1714919233
15,1714919234
15,1714919235
15,1714919236
15,1714919237
15,1714919238
15,1714919239
12,1714919240
17,1714919241
14,1714919242
13,1714919243
17,1714919244
16,1714919245
14,1714919246
16,1714919247
14,1714919248
12,1714919249
17,1714919250
17,1714919251
14,1714919252
15,1714919253
16,1714919254
14,1714919255
16,1714919256
15,1714919257
14,1714919258
16,1714919259
13,1714919260
17,1714919261
15,1714919262
3,1714919263
