fps,et,screenshots_num
4,1721398103,9
18,1721398104,35
19,1721398105,40
17,1721398106,41
19,1721398107,37
17,1721398108,42
18,1721398109,40
17,1721398110,43
17,1721398111,42
19,1721398112,43
16,1721398113,44
16,1721398114,44
21,1721398115,41
18,1721398116,40
17,1721398117,43
17,1721398118,42
15,1721398119,45
20,1721398120,44
17,1721398121,42
20,1721398122,40
17,1721398123,43
20,1721398124,38
18,1721398125,42
18,1721398126,43
18,1721398127,41
18,1721398128,43
16,1721398129,45
17,1721398130,41
18,1721398131,41
18,1721398132,41
19,1721398133,41
16,1721398134,42
18,1721398135,40
15,1721398136,46
16,1721398137,44
16,1721398138,44
16,1721398139,45
19,1721398140,41
15,1721398141,44
19,1721398142,39
19,1721398143,42
17,1721398144,41
17,1721398145,45
17,1721398146,42
18,1721398147,41
18,1721398148,41
18,1721398149,42
17,1721398150,40
17,1721398151,43
16,1721398152,44
16,1721398153,41
18,1721398154,40
18,1721398155,41
16,1721398156,41
18,1721398157,43
16,1721398158,41
19,1721398159,38
18,1721398160,40
17,1721398161,41
18,1721398162,40
18,1721398163,42
19,1721398164,41
17,1721398165,43
18,1721398166,43
17,1721398167,42
17,1721398168,44
15,1721398169,44
19,1721398170,40
18,1721398171,39
18,1721398172,42
17,1721398173,43
19,1721398174,39
19,1721398175,39
17,1721398176,41
16,1721398177,44
18,1721398178,42
16,1721398179,41
17,1721398180,44
19,1721398181,39
15,1721398182,45
18,1721398183,47
17,1721398184,45
18,1721398185,43
18,1721398186,41
19,1721398187,39
20,1721398188,40
19,1721398189,39
18,1721398190,40
16,1721398191,41
19,1721398192,43
18,1721398193,39
18,1721398194,42
18,1721398195,38
20,1721398196,40
17,1721398197,40
20,1721398198,42
19,1721398199,42
18,1721398200,40
16,1721398201,42
18,1721398202,40
19,1721398203,39
18,1721398204,40
19,1721398205,41
17,1721398206,40
17,1721398207,42
19,1721398208,43
19,1721398209,40
18,1721398210,41
19,1721398211,40
18,1721398212,40
18,1721398213,42
17,1721398214,43
19,1721398215,40
18,1721398216,39
18,1721398217,42
17,1721398218,42
19,1721398219,40
17,1721398220,40
21,1721398221,42
18,1721398222,41
19,1721398223,37
19,1721398224,42
17,1721398225,42
19,1721398226,41
15,1721398227,46
16,1721398228,45
18,1721398229,42
15,1721398230,43
17,1721398231,42
16,1721398232,45
20,1721398233,42
16,1721398234,42
17,1721398235,42
18,1721398236,41
17,1721398237,46
20,1721398238,38
18,1721398239,39
17,1721398240,41
19,1721398241,39
20,1721398242,40
19,1721398243,41
14,1721398244,45
21,1721398245,38
17,1721398246,42
18,1721398247,40
17,1721398248,40
17,1721398249,43
18,1721398250,41
17,1721398251,43
18,1721398252,41
20,1721398253,38
17,1721398254,40
18,1721398255,44
17,1721398256,41
17,1721398257,45
17,1721398258,40
18,1721398259,44
16,1721398260,42
14,1721398261,44
16,1721398262,43
18,1721398263,40
15,1721398264,45
17,1721398265,44
19,1721398266,40
19,1721398267,40
16,1721398268,43
17,1721398269,43
19,1721398270,40
18,1721398271,42
18,1721398272,41
19,1721398273,38
17,1721398274,43
18,1721398275,42
20,1721398276,40
18,1721398277,42
17,1721398278,41
18,1721398279,43
18,1721398280,43
18,1721398281,41
19,1721398282,40
17,1721398283,43
16,1721398284,42
18,1721398285,41
17,1721398286,42
20,1721398287,42
17,1721398288,39
18,1721398289,43
16,1721398290,42
17,1721398291,40
20,1721398292,41
18,1721398293,42
20,1721398294,39
19,1721398295,41
17,1721398296,45
19,1721398297,41
16,1721398298,42
19,1721398299,40
18,1721398300,40
17,1721398301,41
19,1721398302,39
18,1721398303,42
17,1721398304,42
20,1721398305,41
15,1721398306,44
19,1721398307,42
18,1721398308,41
19,1721398309,41
18,1721398310,44
17,1721398311,43
16,1721398312,44
16,1721398313,41
17,1721398314,41
18,1721398315,42
19,1721398316,39
17,1721398317,43
19,1721398318,40
18,1721398319,38
17,1721398320,47
16,1721398321,41
17,1721398322,41
18,1721398323,39
17,1721398324,43
18,1721398325,38
17,1721398326,42
17,1721398327,41
19,1721398328,41
18,1721398329,41
19,1721398330,41
16,1721398331,42
16,1721398332,44
16,1721398333,43
20,1721398334,40
18,1721398335,45
19,1721398336,40
17,1721398337,42
16,1721398338,45
18,1721398339,40
19,1721398340,40
17,1721398341,45
18,1721398342,39
21,1721398343,38
19,1721398344,40
