et,brisque
1721395622,51.35568
1721395623,51.3358
1721395624,50.88114
1721395625,50.69592
1721395626,50.38141
1721395627,50.48085
1721395628,51.05711
1721395629,51.81912
1721395630,51.27776
1721395631,51.65873
1721395632,51.21002
1721395633,51.11997
1721395634,51.40854
1721395635,51.20623
1721395636,51.80386
1721395637,50.76297
1721395638,51.88697
1721395639,51.54817
1721395640,51.81609
1721395641,52.32084
1721395642,52.03105
1721395643,51.29525
1721395644,51.36461
1721395645,51.89951
1721395646,50.93285
1721395647,50.95988
1721395648,50.35999
1721395649,50.39968
1721395650,49.87994
1721395651,49.93553
1721395652,50.15705
1721395653,50.94209
1721395654,50.16656
1721395655,50.09806
1721395656,50.05325
1721395657,50.10679
1721395658,50.01489
1721395659,50.05115
1721395660,50.30728
1721395661,49.95372
1721395662,49.69735
1721395663,50.69653
1721395664,50.31588
1721395665,49.87624
1721395666,50.63756
1721395667,50.3713
1721395668,50.17045
1721395669,50.05085
1721395670,50.82532
1721395671,51.0097
1721395672,53.88534
1721395673,52.05787
1721395674,51.45777
1721395675,51.05926
1721395676,50.74363
1721395677,50.44192
1721395678,50.43105
1721395679,50.24042
1721395680,49.85803
1721395681,50.74076
1721395682,50.39354
1721395683,50.80609
1721395684,50.52785
1721395685,50.51822
1721395686,50.02242
1721395687,49.63861
1721395688,50.37276
1721395689,49.86848
1721395690,49.8419
1721395691,50.27151
1721395692,50.43823
1721395693,50.35568
1721395694,50.32805
1721395695,50.09217
1721395696,49.94248
1721395697,50.2907
1721395698,50.23323
1721395699,49.64097
1721395700,50.44571
1721395701,50.57882
1721395702,50.97258
1721395703,50.46933
1721395704,50.23235
1721395705,51.10316
1721395706,50.1095
1721395707,50.2254
1721395708,50.70694
1721395709,50.82686
1721395710,50.73921
1721395711,50.51318
1721395712,49.99672
1721395713,51.30675
1721395714,50.89542
1721395715,50.8848
1721395716,50.6139
1721395717,50.17206
1721395718,50.55196
1721395719,49.99343
1721395720,49.90081
1721395721,49.54387
1721395722,49.42317
1721395723,49.10896
1721395724,49.75275
1721395725,50.07834
1721395726,50.55292
1721395727,50.33468
1721395728,50.27247
1721395729,50.05851
1721395730,50.1005
1721395731,49.93416
1721395732,51.14796
1721395733,51.08056
1721395734,51.07557
1721395735,50.33648
1721395736,50.61516
1721395737,49.57965
1721395738,50.01007
1721395739,50.30208
1721395740,49.39487
1721395741,50.86293
1721395742,50.49599
1721395743,50.6361
1721395744,50.07065
1721395745,50.60307
1721395746,50.31505
1721395747,50.44181
1721395748,50.11163
1721395749,50.31721
1721395750,50.03684
1721395751,50.97953
1721395752,50.07676
1721395753,49.97708
1721395754,50.1894
1721395755,50.58537
1721395756,50.81073
1721395757,50.16824
1721395758,50.08652
1721395759,50.44324
1721395760,49.92872
1721395761,50.2615
1721395762,50.88725
1721395763,50.55975
1721395764,49.98278
1721395765,50.38364
1721395766,50.27917
1721395767,50.27574
1721395768,51.15489
1721395769,50.16289
1721395770,50.14116
1721395771,50.85549
1721395772,50.99228
1721395773,50.90783
1721395774,50.35185
1721395775,50.39017
1721395776,50.43211
1721395777,50.75418
1721395778,50.4845
1721395779,50.42758
1721395780,50.95622
1721395781,51.40861
1721395782,50.59401
1721395783,49.94054
1721395784,50.05288
1721395785,51.00982
1721395786,51.02522
1721395787,50.3538
1721395788,50.47369
1721395789,50.66779
1721395790,50.61769
1721395791,49.93054
1721395792,51.94882
1721395793,50.55933
1721395794,51.18507
1721395795,51.74269
1721395796,50.90006
1721395797,51.02523
1721395798,51.0623
1721395799,51.39997
1721395800,51.36589
1721395801,51.87008
1721395802,51.4867
1721395803,52.54467
1721395804,51.6054
1721395805,51.44978
1721395806,52.63713
1721395807,51.20428
1721395808,51.44187
1721395809,50.41246
1721395810,51.28543
1721395811,51.24719
1721395812,51.04671
1721395813,50.95172
1721395814,51.19001
1721395815,50.64266
1721395816,50.13496
1721395817,50.61946
1721395818,49.94944
1721395819,50.05298
1721395820,50.35603
1721395821,50.14568
1721395822,50.07378
1721395823,49.64269
1721395824,50.58582
1721395825,50.52221
1721395826,50.28628
1721395827,50.20377
1721395828,50.37833
1721395829,49.65616
1721395830,50.24497
1721395831,50.17805
1721395832,50.64579
1721395833,50.30593
1721395834,50.77211
1721395835,50.3832
1721395836,50.47594
1721395837,50.42803
1721395838,49.94208
1721395839,51.83594
1721395840,51.53127
1721395841,50.46404
1721395842,50.63479
1721395843,50.39796
1721395844,49.74284
1721395845,51.01021
1721395846,50.32588
1721395847,51.00368
1721395848,51.05843
1721395849,51.42513
1721395850,51.32243
1721395851,51.65236
1721395852,52.15005
1721395853,51.79657
1721395854,52.38544
1721395855,51.2467
1721395856,51.97102
1721395857,51.87768
1721395858,51.06083
1721395859,51.34911
1721395860,51.81273
1721395861,51.07459
1721395862,51.01654
1721395863,50.66744
