et,brisque,piqe
1721395622,51.35568,30.49029
1721395623,51.3358,30.42519
1721395624,50.88114,30.04316
1721395625,50.69592,29.19213
1721395626,50.38141,30.1244
1721395627,50.48085,31.51377
1721395628,51.05711,29.79959
1721395629,51.81912,31.13724
1721395630,51.27776,32.25188
1721395631,51.65873,32.43722
1721395632,51.21002,31.96281
1721395633,51.11997,32.35723
1721395634,51.40854,29.89101
1721395635,51.20623,31.63573
1721395636,51.80386,31.28362
1721395637,50.76297,30.05413
1721395638,51.88697,31.49548
1721395639,51.54817,32.2461
1721395640,51.81609,31.30758
1721395641,52.32084,30.96974
1721395642,52.03105,32.66228
1721395643,51.29525,29.62745
1721395644,51.36461,32.02107
1721395645,51.89951,31.3021
1721395646,50.93285,31.44707
1721395647,50.95988,29.59972
1721395648,50.35999,31.68975
1721395649,50.39968,30.57112
1721395650,49.87994,32.65399
1721395651,49.93553,31.66929
1721395652,50.15705,30.75512
1721395653,50.94209,30.36418
1721395654,50.16656,32.12909
1721395655,50.09806,30.31572
1721395656,50.05325,30.73193
1721395657,50.10679,31.09016
1721395658,50.01489,28.78823
1721395659,50.05115,31.7371
1721395660,50.30728,30.41429
1721395661,49.95372,30.16145
1721395662,49.69735,28.98048
1721395663,50.69653,29.64394
1721395664,50.31588,31.17295
1721395665,49.87624,29.2222
1721395666,50.63756,29.4813
1721395667,50.3713,29.77948
1721395668,50.17045,28.83304
1721395669,50.05085,31.23546
1721395670,50.82532,31.12479
1721395671,51.0097,30.96863
1721395672,53.88534,32.36876
1721395673,52.05787,31.54224
1721395674,51.45777,30.68788
1721395675,51.05926,30.96583
1721395676,50.74363,29.98841
1721395677,50.44192,30.86885
1721395678,50.43105,30.35193
1721395679,50.24042,29.63185
1721395680,49.85803,30.40884
1721395681,50.74076,31.34292
1721395682,50.39354,30.68763
1721395683,50.80609,31.23271
1721395684,50.52785,29.99042
1721395685,50.51822,29.62498
1721395686,50.02242,30.98371
1721395687,49.63861,30.67015
1721395688,50.37276,31.11865
1721395689,49.86848,29.31869
1721395690,49.8419,32.17234
1721395691,50.27151,30.62702
1721395692,50.43823,30.61781
1721395693,50.35568,30.83657
1721395694,50.32805,28.26898
1721395695,50.09217,30.4054
1721395696,49.94248,29.26088
1721395697,50.2907,29.64528
1721395698,50.23323,30.431
