et,brisque
1719220524,42.63167
1719220525,42.38435
1719220526,43.05864
1719220527,42.58833
1719220528,42.99315
1719220529,44.19457
1719220530,48.7103
1719220531,44.94958
1719220532,45.21225
1719220533,44.8291
1719220534,45.01525
1719220535,46.92185
1719220536,45.87145
1719220537,50.34361
1719220538,50.17606
1719220539,49.72629
1719220540,49.13068
1719220541,48.7407
1719220542,47.13695
1719220543,49.59064
1719220544,50.88917
1719220545,47.26815
1719220546,48.12032
1719220547,48.2601
1719220548,47.15444
1719220549,46.14978
1719220550,46.88285
1719220551,46.33654
1719220552,44.85518
1719220553,50.01367
1719220554,48.99195
1719220555,48.57657
1719220556,49.36909
1719220557,49.49645
1719220558,48.96879
1719220559,48.79276
1719220560,48.41091
1719220561,48.0738
1719220562,47.32215
1719220563,46.89883
1719220564,47.16729
1719220565,46.3133
1719220566,46.3586
1719220567,45.81412
1719220568,45.12035
1719220569,51.14626
1719220570,50.38275
1719220571,50.50107
1719220572,49.98431
1719220573,50.0079
1719220574,51.40078
1719220575,46.28743
1719220576,45.83081
1719220577,44.64194
1719220578,44.83233
1719220579,44.05327
1719220580,43.7986
1719220581,43.54232
1719220582,43.37778
1719220583,48.1732
1719220584,45.45478
1719220585,43.12376
1719220586,42.38119
1719220587,40.29613
1719220588,38.99825
1719220589,38.80799
1719220590,40.04889
1719220591,40.62146
1719220592,40.74095
1719220593,40.95042
1719220594,40.93037
1719220595,41.08286
1719220596,41.02959
1719220597,41.06117
1719220598,41.02124
1719220599,41.8031
1719220600,41.83302
1719220601,41.89002
1719220602,41.62825
1719220603,41.16114
1719220604,41.6363
1719220605,41.68255
1719220606,41.46705
1719220607,41.64639
1719220608,40.2815
1719220609,41.14427
1719220610,46.91502
1719220611,46.19788
1719220612,44.69397
1719220613,44.45983
1719220614,44.97934
1719220615,43.7153
1719220616,43.31711
1719220617,45.12731
1719220618,45.109
1719220619,52.72454
1719220620,51.03079
1719220621,50.84241
1719220622,51.04381
1719220623,49.82765
1719220624,50.6144
1719220625,49.03116
1719220626,47.23545
1719220627,46.63061
1719220628,46.45736
1719220629,47.59592
1719220630,47.94534
1719220631,46.87585
1719220632,47.01888
1719220633,46.87281
1719220634,48.3287
1719220635,47.61823
1719220636,47.31093
1719220637,46.68918
1719220638,46.48131
1719220639,47.36274
1719220640,47.43828
1719220641,47.29528
1719220642,46.77567
1719220643,46.77005
1719220644,45.79485
1719220645,45.68582
1719220646,45.83878
1719220647,45.54246
1719220648,45.88974
1719220649,46.0768
1719220650,45.6859
1719220651,46.06215
1719220652,46.2971
1719220653,45.80628
1719220654,47.23915
1719220655,46.68075
1719220656,46.40052
1719220657,46.73824
1719220658,46.3791
1719220659,46.49781
1719220660,45.65756
1719220661,46.50792
1719220662,46.93286
1719220663,46.6761
1719220664,46.15768
1719220665,46.56874
1719220666,46.31572
1719220667,45.86851
1719220668,46.54665
1719220669,45.80226
1719220670,45.67069
1719220671,45.08543
1719220672,45.90244
1719220673,45.03827
1719220674,47.4177
1719220675,50.7454
1719220676,47.77061
1719220677,46.63577
1719220678,46.46179
1719220679,51.09251
1719220680,47.80228
1719220681,47.23557
1719220682,48.11137
1719220683,46.86996
1719220684,49.55463
1719220685,47.80952
1719220686,46.64786
1719220687,47.15982
1719220688,49.2806
1719220689,45.70491
1719220690,45.45784
1719220691,45.79082
1719220692,45.84583
1719220693,44.60006
1719220694,45.22831
1719220695,45.35748
1719220696,44.9587
1719220697,44.84831
1719220698,45.05848
1719220699,45.06967
1719220700,45.29244
1719220701,45.63644
1719220702,45.44023
1719220703,45.5985
1719220704,45.49965
1719220705,45.50015
1719220706,44.88628
1719220707,45.09268
1719220708,47.03319
1719220709,47.50676
1719220710,48.033
1719220711,47.04166
1719220712,46.21973
1719220713,47.32179
1719220714,45.31502
1719220715,48.76186
1719220716,46.99941
1719220717,46.63157
1719220718,46.45761
1719220719,45.48709
1719220720,46.00333
1719220721,46.01654
1719220722,45.20111
1719220723,46.00878
1719220724,45.62094
1719220725,45.28741
1719220726,45.4452
1719220727,44.98946
1719220728,45.26236
1719220729,44.69708
1719220730,45.10205
1719220731,45.26032
1719220732,44.61238
1719220733,44.96144
1719220734,44.69359
1719220735,44.66731
1719220736,44.60877
1719220737,44.84793
1719220738,44.07058
1719220739,44.89265
1719220740,44.61392
1719220741,43.83131
1719220742,44.57011
1719220743,44.64559
1719220744,44.65215
1719220745,43.93858
1719220746,44.7046
1719220747,45.14762
1719220748,49.04778
1719220749,45.20038
1719220750,45.84435
1719220751,45.12342
1719220752,44.69291
1719220753,44.5899
1719220754,43.89731
1719220755,44.9639
1719220756,44.20392
1719220757,44.69557
1719220758,44.201
1719220759,46.23585
1719220760,45.17853
1719220761,45.33939
1719220762,44.76528
1719220763,45.01472
1719220764,44.57287
1719220765,44.73776
