,precision,recall,f1
0,0.5885122410546139,0.5780476833108412,0.5827586206896552
1,0.9157088122605365,0.725974025974026,0.7913168444141895
2,0.5530303030303031,0.4707259953161593,0.49677881173944166
3,0.5338797814207651,0.5282131661442007,0.5303454715219421
4,0.9128205128205128,0.6349206349206349,0.7116402116402116
5,0.8863636363636364,0.5694444444444444,0.6507936507936508
6,0.958974358974359,0.5959595959595959,0.6864754098360656
7,0.5077658303464755,0.5902777777777778,0.5396825396825397
8,0.5212201591511937,0.5774011299435028,0.5452743713613278
9,0.8782051282051282,0.7418032786885246,0.7886904761904763
