bps,et
1541040,1714918206
1544000,1714918207
1587600,1714918208
1619120,1714918209
1631840,1714918210
1638240,1714918211
1622080,1714918212
1600560,1714918213
1571440,1714918214
1587840,1714918215
1596080,1714918216
1601600,1714918217
1593200,1714918218
1580240,1714918219
1514560,1714918220
1357120,1714918221
119672000,1714918222
999600,1714918223
809280,1714918224
809280,1714918225
56000,1714918226
438960,1714918227
268320,1714918228
160080,1714918229
159920,1714918230
159520,1714918231
158720,1714918232
159120,1714918233
159520,1714918234
159600,1714918235
159040,1714918236
158960,1714918237
155920,1714918238
151680,1714918239
144960,1714918240
140640,1714918241
135840,1714918242
133280,1714918243
131440,1714918244
130960,1714918245
134560,1714918246
140400,1714918247
150080,1714918248
157760,1714918249
165040,1714918250
174480,1714918251
174720,1714918252
175600,1714918253
174400,1714918254
172480,1714918255
165360,1714918256
156080,1714918257
146720,1714918258
136800,1714918259
133120,1714918260
131920,1714918261
13256000,1714918262
131680,1714918263
137200,1714918264
143840,1714918265
159920,1714918266
16488000,1714918267
16488000,1714918268
176240,1714918269
184800,1714918270
201680,1714918271
211440,1714918272
222720,1714918273
238960,1714918274
250080,1714918275
264560,1714918276
281360,1714918277
294880,1714918278
302880,1714918279
302880,1714918280
323600,1714918281
347920,1714918282
370160,1714918283
391280,1714918284
430320,1714918285
464240,1714918286
505360,1714918287
541680,1714918288
566560,1714918289
601520,1714918290
643280,1714918291
681920,1714918292
701360,1714918293
715440,1714918294
730320,1714918295
750320,1714918296
777440,1714918297
1592320,1714918298
803840,1714918299
814400,1714918300
828240,1714918301
830560,1714918302
831040,1714918303
844640,1714918304
862080,1714918305
865920,1714918306
846960,1714918307
856160,1714918308
863440,1714918309
881520,1714918310
897760,1714918311
875280,1714918312
881360,1714918313
885760,1714918314
91936000,1714918315
91616000,1714918316
91688000,1714918317
920160,1714918318
923120,1714918319
950320,1714918320
940880,1714918321
858880,1714918322
757360,1714918323
757360,1714918324
658240,1714918325
562000,1714918326
467920,1714918327
372080,1714918328
271280,1714918329
177840,1714918330
159520,1714918331
159760,1714918332
158880,1714918333
159120,1714918334
161360,1714918335
162800,1714918336
163040,1714918337
163280,1714918338
163440,1714918339
16272000,1714918340
163760,1714918341
163520,1714918342
161920,1714918343
160320,1714918344
157440,1714918345
156800,1714918346
151360,1714918347
149360,1714918348
152320,1714918349
150480,1714918350
152080,1714918351
156160,1714918352
163760,1714918353
166240,1714918354
18064000,1714918355
190240,1714918356
203120,1714918357
212320,1714918358
226800,1714918359
239680,1714918360
265840,1714918361
280960,1714918362
306400,1714918363
319120,1714918364
331440,1714918365
356800,1714918366
377440,1714918367
399760,1714918368
410560,1714918369
437920,1714918370
444720,1714918371
474880,1714918372
502000,1714918373
502000,1714918374
524080,1714918375
566240,1714918376
575200,1714918377
575200,1714918378
59608000,1714918379
6136000,1714918380
56000,1714918381
639280,1714918382
639280,1714918383
655760,1714918384
655120,1714918385
660720,1714918386
6832000,1714918387
687280,1714918388
672480,1714918389
707280,1714918390
706080,1714918391
698320,1714918392
716080,1714918393
697280,1714918394
692960,1714918395
695600,1714918396
717920,1714918397
709680,1714918398
693120,1714918399
700960,1714918400
673920,1714918401
657200,1714918402
629360,1714918403
57896000,1714918404
528640,1714918405
489520,1714918406
469200,1714918407
441120,1714918408
448240,1714918409
467520,1714918410
482960,1714918411
552400,1714918412
58056000,1714918414
613840,1714918415
644560,1714918416
664960,1714918417
676720,1714918418
690640,1714918419
702720,1714918420
711600,1714918421
717280,1714918422
706960,1714918423
709120,1714918424
690320,1714918425
707840,1714918426
708880,1714918427
716160,1714918428
672800,1714918429
60424000,1714918430
466640,1714918431
411280,1714918432
329120,1714918433
257680,1714918434
18040000,1714918435
201760,1714918436
19648000,1714918437
19448000,1714918438
187920,1714918439
187920,1714918440
188880,1714918441
184720,1714918442
182480,1714918443
179520,1714918444
134880,1714918445
139040,1714918446
146560,1714918447
