fps,et,screenshots_num
7,1719151538,13
19,1719151539,40
20,1719151540,40
20,1719151541,42
20,1719151542,44
20,1719151543,49
18,1719151544,44
20,1719151545,45
20,1719151546,47
16,1719151547,46
18,1719151548,44
8,1719151549,50
15,1719151550,47
0,1719151551,58
5,1719151552,54
8,1719151553,52
0,1719151554,58
0,1719151555,58
0,1719151556,58
6,1719151557,54
0,1719151558,58
11,1719151559,53
18,1719151560,43
20,1719151561,45
9,1719151562,54
0,1719151563,58
0,1719151564,58
1,1719151565,57
2,1719151566,54
21,1719151567,48
0,1719151568,58
14,1719151569,47
21,1719151570,48
20,1719151571,45
20,1719151572,49
19,1719151573,47
21,1719151574,42
21,1719151575,48
20,1719151576,51
20,1719151577,47
19,1719151578,50
19,1719151579,48
20,1719151580,48
21,1719151581,44
20,1719151582,47
19,1719151583,49
20,1719151584,46
21,1719151585,52
20,1719151586,47
20,1719151587,50
20,1719151588,49
19,1719151589,47
20,1719151590,44
19,1719151591,47
21,1719151592,46
20,1719151593,50
19,1719151594,47
20,1719151595,48
20,1719151596,49
21,1719151597,45
20,1719151598,49
20,1719151599,47
19,1719151600,49
20,1719151601,46
20,1719151602,47
21,1719151603,48
20,1719151604,50
19,1719151605,47
20,1719151606,47
19,1719151607,47
20,1719151608,47
20,1719151609,48
20,1719151610,44
20,1719151611,45
19,1719151612,45
21,1719151613,46
18,1719151614,45
20,1719151615,47
20,1719151616,50
19,1719151617,47
19,1719151618,47
20,1719151619,44
19,1719151620,47
19,1719151621,45
19,1719151622,48
19,1719151623,43
19,1719151624,47
20,1719151625,45
20,1719151626,49
19,1719151627,46
20,1719151628,49
9,1719151629,51
0,1719151630,59
20,1719151631,44
23,1719151632,45
21,1719151633,50
20,1719151634,44
17,1719151635,45
21,1719151636,48
19,1719151637,49
20,1719151638,46
21,1719151639,46
20,1719151640,48
15,1719151641,54
13,1719151642,50
5,1719151643,54
25,1719151644,48
22,1719151645,51
21,1719151646,47
21,1719151647,44
18,1719151648,45
20,1719151649,45
21,1719151650,44
20,1719151651,46
20,1719151652,48
20,1719151653,49
19,1719151654,46
18,1719151655,49
14,1719151656,51
2,1719151657,57
25,1719151658,51
21,1719151659,48
22,1719151660,47
21,1719151661,42
22,1719151662,46
21,1719151663,49
20,1719151664,49
20,1719151665,49
18,1719151666,51
19,1719151667,49
19,1719151668,49
21,1719151669,47
20,1719151670,47
20,1719151671,43
20,1719151672,44
20,1719151673,45
19,1719151674,48
21,1719151675,45
20,1719151676,45
20,1719151677,47
20,1719151678,48
20,1719151679,49
19,1719151680,46
21,1719151681,41
19,1719151682,49
21,1719151683,45
20,1719151684,49
20,1719151685,46
19,1719151686,47
20,1719151687,48
21,1719151688,47
20,1719151689,48
20,1719151690,45
19,1719151691,47
20,1719151692,46
19,1719151693,44
20,1719151694,48
20,1719151695,49
21,1719151696,45
20,1719151697,48
20,1719151698,46
20,1719151699,48
19,1719151700,46
19,1719151701,45
20,1719151702,48
21,1719151703,46
20,1719151704,46
18,1719151705,42
19,1719151706,43
19,1719151707,46
21,1719151708,45
19,1719151709,46
20,1719151710,47
20,1719151711,46
20,1719151712,47
21,1719151713,46
20,1719151714,50
20,1719151715,45
19,1719151716,49
21,1719151717,49
18,1719151718,46
20,1719151719,45
20,1719151720,47
20,1719151721,46
20,1719151722,49
20,1719151723,48
19,1719151724,44
20,1719151725,45
20,1719151726,46
19,1719151727,44
19,1719151728,46
20,1719151729,47
19,1719151730,46
18,1719151731,46
12,1719151732,49
1,1719151733,57
20,1719151734,46
23,1719151735,50
21,1719151736,45
20,1719151737,49
21,1719151738,47
19,1719151739,49
17,1719151740,44
19,1719151741,45
21,1719151742,45
20,1719151743,46
20,1719151744,46
19,1719151745,45
20,1719151746,48
19,1719151747,47
19,1719151748,46
20,1719151749,47
20,1719151750,45
19,1719151751,48
19,1719151752,46
21,1719151753,48
19,1719151754,45
20,1719151755,47
21,1719151756,45
15,1719151757,45
13,1719151758,51
0,1719151759,58
23,1719151760,39
21,1719151761,43
22,1719151762,44
21,1719151763,48
20,1719151764,47
20,1719151765,46
20,1719151766,47
17,1719151767,47
20,1719151768,45
19,1719151769,43
21,1719151770,46
19,1719151771,47
20,1719151772,48
20,1719151773,48
20,1719151774,48
19,1719151775,47
20,1719151776,49
20,1719151777,48
21,1719151778,50
19,1719151779,48
