et,brisque,piqe
1716744000,42.7796,25.98065
1716744001,46.07306,26.8477
1716744002,44.32156,26.06129
1716744003,44.93157,25.62889
1716744004,44.22539,24.91905
1716744005,46.38643,28.34147
1716744006,44.0708,26.05698
1716744007,43.32617,25.28426
1716744008,43.77965,25.29209
1716744009,42.64103,25.88503
1716744010,44.79582,25.20537
1716744011,43.53345,25.73866
1716744012,42.71564,25.32786
1716744013,43.85777,25.76434
1716744014,42.76602,24.63311
1716744015,43.65179,26.38607
1716744016,43.13186,26.89794
1716744017,44.24882,25.62903
1716744018,43.30047,24.71024
1716744019,42.55976,26.93447
1716744020,43.36548,24.61864
1716744021,45.41422,26.38953
1716744022,45.68779,27.90169
1716744023,43.44314,25.76428
1716744024,43.67193,25.06345
1716744025,45.50638,26.51594
1716744026,44.30016,26.83535
1716744027,43.25561,25.29858
1716744028,43.27008,25.24004
1716744029,43.29966,25.03711
1716744030,43.32689,26.45083
1716744031,43.00572,26.46811
1716744032,45.14746,28.8116
1716744033,42.87714,24.78385
1716744034,42.38104,26.06943
1716744035,45.16377,27.65978
1716744036,43.02927,26.58185
1716744037,43.44028,24.58752
1716744038,43.04275,24.17457
1716744039,42.55531,24.91479
1716744040,43.28672,23.45834
1716744041,42.58115,25.05778
1716744042,44.94684,26.49893
1716744043,42.88945,24.08861
1716744044,42.69131,25.52318
1716744045,43.59889,24.55613
1716744046,44.31106,26.09009
1716744047,44.20364,25.56411
1716744048,44.95958,24.99487
1716744049,44.22264,26.57498
1716744050,44.28557,24.16408
1716744051,43.38504,25.88335
1716744052,42.97436,24.21863
1716744053,42.13862,23.83
1716744054,43.47201,25.16867
1716744055,43.20962,25.28171
1716744056,43.7297,23.91818
1716744057,42.95165,24.32947
1716744058,43.1198,23.56567
1716744059,43.60088,24.629
1716744060,43.24313,25.14564
1716744061,42.57734,24.93289
1716744062,43.44309,25.37202
1716744063,43.19039,24.89544
1716744064,43.5845,25.73663
1716744065,43.61358,23.28523
1716744066,43.93327,24.51406
1716744067,43.05536,23.51462
1716744068,42.9734,23.56174
1716744069,42.92156,25.36291
1716744070,45.19305,26.23954
1716744071,44.05766,26.45235
1716744072,43.54545,26.12557
1716744073,44.52415,25.89086
1716744074,43.66602,25.54921
1716744075,44.21258,24.7361
1716744076,43.91811,25.47082
1716744077,44.46149,24.4582
1716744078,45.75155,27.49006
1716744079,44.96766,26.2931
1716744080,44.8988,25.90373
1716744081,44.94588,25.81451
1716744082,44.91138,26.05399
1716744083,45.59716,27.44153
1716744084,45.13165,27.76558
1716744085,45.01663,23.74686
1716744086,43.99889,24.89839
1716744087,44.7665,26.3367
1716744088,43.92395,26.909
1716744089,43.36591,24.66658
1716744090,44.07353,25.92456
1716744091,44.15224,25.80927
1716744092,43.89096,25.61922
1716744093,43.98597,25.26232
1716744094,44.23407,25.10393
1716744095,43.50704,23.92932
1716744096,44.10764,24.52994
1716744097,43.68389,25.72771
1716744098,45.87248,27.91266
1716744099,44.55897,25.79422
1716744100,45.87255,27.30253
1716744101,44.35695,25.84277
1716744102,44.13965,26.1887
1716744103,43.63322,25.60587
1716744104,73.0558,18.25995
1716744105,45.0864,26.97406
1716744106,44.27841,25.21055
1716744107,45.66774,27.39219
1716744108,45.68126,27.3305
1716744109,44.59781,25.07992
1716744110,43.70578,25.74791
1716744111,43.90189,24.56563
1716744112,44.50615,24.79422
1716744113,43.82713,25.58175
1716744114,44.35458,25.47998
1716744115,43.56091,24.40796
1716744116,42.75036,22.9191
1716744117,45.65349,26.207
1716744118,44.81905,25.55286
1716744119,44.43376,25.80392
1716744120,44.38397,24.73702
1716744121,43.7213,23.95551
1716744122,43.73808,25.69177
1716744123,43.50728,25.92084
1716744124,42.91704,24.19294
1716744125,43.55432,24.24077
1716744126,43.65723,27.3595
1716744127,45.40741,25.24002
1716744128,46.05681,25.30934
1716744129,44.33143,24.6264
1716744130,43.14573,25.8238
1716744131,43.15588,25.83044
1716744132,43.43282,26.50681
1716744133,42.87962,26.5879
1716744134,43.07356,26.16175
1716744135,43.3105,24.92739
1716744136,46.39466,26.06807
1716744137,44.05383,26.21693
1716744138,43.95481,25.08807
1716744139,45.78534,26.38289
1716744140,44.35328,25.63677
1716744141,43.823,25.23913
1716744142,43.74423,25.68379
1716744143,43.47475,25.93243
1716744144,44.27444,27.36794
1716744145,43.38083,25.79077
1716744146,45.42638,26.95712
1716744147,43.80806,26.85857
1716744148,44.9066,25.67739
1716744149,44.95618,25.82312
1716744150,47.92092,29.323
1716744151,45.48634,25.7428
1716744152,44.485,25.68573
1716744153,43.9191,24.93075
1716744154,43.7503,27.25022
1716744155,43.35593,24.08672
1716744156,43.86689,24.88393
1716744157,43.85086,25.22604
1716744158,44.31776,25.83175
1716744159,44.39996,25.85423
1716744160,44.39602,25.03173
1716744161,44.05106,24.80314
1716744162,43.98706,25.01175
1716744163,44.34254,23.59783
1716744164,44.11561,25.32094
1716744165,44.2861,25.97987
1716744166,43.85025,23.50231
1716744167,46.56939,25.28018
1716744168,47.30163,27.25685
1716744169,46.70513,26.49111
1716744170,46.10839,26.92691
1716744171,44.94552,25.26078
1716744172,47.58184,30.42724
1716744173,44.79804,27.41153
1716744174,44.62618,26.79654
1716744175,43.40237,24.35891
1716744176,44.38622,26.05305
1716744177,47.93177,28.12494
1716744178,45.07438,25.58804
1716744179,45.14229,27.09927
1716744180,44.83775,25.84586
1716744181,44.64239,25.82342
1716744182,44.07375,24.59839
1716744183,44.08661,24.63772
1716744184,43.8118,25.9559
1716744185,43.84621,26.5063
1716744186,43.5304,24.73653
1716744187,43.16349,23.46445
1716744188,44.0266,25.45556
1716744189,43.73167,25.14741
1716744190,44.00381,25.51107
1716744191,43.75844,23.41022
1716744192,43.28418,24.18611
1716744193,43.29049,24.23846
1716744194,43.01647,24.80084
1716744195,42.35544,23.499
1716744196,42.44664,23.79563
1716744197,42.05862,24.21495
1716744198,41.9903,23.96676
1716744199,42.28137,23.37123
1716744200,42.0834,24.92452
1716744201,42.20272,23.4523
1716744202,44.21588,25.73329
1716744203,43.79674,24.50683
1716744204,43.09906,24.53912
1716744205,44.36918,25.84122
1716744206,43.02512,24.25009
1716744207,43.84986,25.48729
1716744208,45.29525,25.83101
1716744209,43.34417,24.51819
1716744210,43.01867,24.83467
1716744211,45.40591,25.43433
1716744212,43.61776,24.79251
1716744213,43.39812,25.64632
1716744214,43.02367,23.92954
1716744215,43.60704,24.20895
1716744216,44.94013,25.01884
1716744217,46.9091,26.6545
1716744218,43.84737,24.89272
1716744219,43.3265,25.39514
1716744220,44.87225,25.29198
1716744221,44.2407,25.46016
1716744222,44.3691,23.71726
1716744223,43.74336,24.68508
1716744224,43.22605,24.89273
1716744225,45.21161,26.29326
1716744226,44.75159,25.30947
1716744227,43.91027,24.78961
1716744228,45.98137,26.50543
1716744229,44.30817,25.94715
1716744230,44.44082,25.01525
1716744231,44.13588,24.34023
1716744232,44.15884,26.82723
1716744233,46.97513,23.40334
1716744234,46.73527,25.77581
1716744235,45.69388,24.93437
1716744236,45.62125,25.04555
1716744237,44.03958,25.62793
1716744238,43.51872,25.8193
1716744239,44.11959,25.02345
1716744240,43.43382,24.52428
1716744241,43.06694,23.38011
