fps,et
18,1716743999
18,1716744000
6,1716744001
20,1716744002
19,1716744003
7,1716744004
20,1716744005
19,1716744006
20,1716744007
18,1716744008
13,1716744009
19,1716744010
20,1716744011
5,1716744012
23,1716744013
16,1716744014
12,1716744015
6,1716744016
22,1716744017
18,1716744018
19,1716744019
16,1716744020
13,1716744021
11,1716744022
20,1716744023
1,1716744024
21,1716744025
23,1716744026
6,1716744027
0,1716744028
6,1716744029
19,1716744030
14,1716744031
10,1716744032
18,1716744033
17,1716744034
15,1716744035
20,1716744036
21,1716744037
23,1716744038
9,1716744039
21,1716744040
3,1716744041
7,1716744042
24,1716744043
12,1716744044
8,1716744045
9,1716744046
11,1716744047
18,1716744048
15,1716744049
20,1716744050
12,1716744051
10,1716744052
20,1716744053
23,1716744054
25,1716744055
24,1716744056
19,1716744057
20,1716744058
20,1716744059
20,1716744060
17,1716744061
21,1716744062
18,1716744063
20,1716744064
21,1716744065
19,1716744066
19,1716744067
21,1716744068
18,1716744069
21,1716744070
19,1716744071
18,1716744072
5,1716744073
22,1716744074
18,1716744075
11,1716744076
15,1716744077
9,1716744078
3,1716744079
0,1716744080
0,1716744081
1,1716744082
6,1716744083
18,1716744084
20,1716744085
10,1716744086
19,1716744087
17,1716744088
15,1716744089
2,1716744090
18,1716744091
21,1716744092
14,1716744093
21,1716744094
2,1716744095
21,1716744096
19,1716744097
16,1716744098
20,1716744099
10,1716744100
15,1716744101
20,1716744102
20,1716744103
16,1716744104
21,1716744105
19,1716744106
7,1716744107
0,1716744108
23,1716744109
15,1716744110
3,1716744111
19,1716744112
19,1716744113
20,1716744114
18,1716744115
10,1716744116
23,1716744117
18,1716744118
16,1716744119
13,1716744120
20,1716744121
28,1716744122
13,1716744123
22,1716744124
22,1716744125
19,1716744126
20,1716744127
18,1716744128
19,1716744129
18,1716744130
18,1716744131
22,1716744132
16,1716744133
19,1716744134
12,1716744135
13,1716744136
21,1716744137
10,1716744138
15,1716744139
23,1716744140
19,1716744141
16,1716744142
12,1716744143
17,1716744144
7,1716744145
9,1716744146
6,1716744147
15,1716744148
0,1716744149
6,1716744150
23,1716744151
23,1716744152
18,1716744153
21,1716744154
20,1716744155
20,1716744156
19,1716744157
20,1716744158
18,1716744159
18,1716744160
17,1716744161
19,1716744162
18,1716744163
23,1716744164
16,1716744165
9,1716744166
10,1716744167
14,1716744168
10,1716744169
12,1716744170
17,1716744171
12,1716744172
20,1716744173
18,1716744174
17,1716744175
7,1716744176
14,1716744177
19,1716744178
18,1716744179
19,1716744180
15,1716744181
19,1716744182
28,1716744183
19,1716744184
21,1716744185
18,1716744186
20,1716744187
18,1716744188
21,1716744189
17,1716744190
18,1716744191
19,1716744192
18,1716744193
20,1716744194
18,1716744195
16,1716744196
22,1716744197
21,1716744198
20,1716744199
20,1716744200
17,1716744201
15,1716744202
19,1716744203
16,1716744204
15,1716744205
19,1716744206
11,1716744207
16,1716744208
21,1716744209
13,1716744210
9,1716744211
23,1716744212
15,1716744213
18,1716744214
18,1716744215
12,1716744216
19,1716744217
16,1716744218
21,1716744219
17,1716744220
18,1716744221
19,1716744222
18,1716744223
19,1716744224
12,1716744225
1,1716744226
18,1716744227
6,1716744228
20,1716744229
19,1716744230
4,1716744231
20,1716744232
15,1716744233
17,1716744234
2,1716744235
1,1716744236
19,1716744237
8,1716744238
22,1716744239
19,1716744240
2,1716744241
