et,brisque
1716744000,42.7796
1716744001,46.07306
1716744002,44.32156
1716744003,44.93157
1716744004,44.22539
1716744005,46.38643
1716744006,44.0708
1716744007,43.32617
1716744008,43.77965
1716744009,42.64103
1716744010,44.79582
1716744011,43.53345
1716744012,42.71564
1716744013,43.85777
1716744014,42.76602
1716744015,43.65179
1716744016,43.13186
1716744017,44.24882
1716744018,43.30047
1716744019,42.55976
1716744020,43.36548
1716744021,45.41422
1716744022,45.68779
1716744023,43.44314
1716744024,43.67193
1716744025,45.50638
1716744026,44.30016
1716744027,43.25561
1716744028,43.27008
1716744029,43.29966
1716744030,43.32689
1716744031,43.00572
1716744032,45.14746
1716744033,42.87714
1716744034,42.38104
1716744035,45.16377
1716744036,43.02927
1716744037,43.44028
1716744038,43.04275
1716744039,42.55531
1716744040,43.28672
1716744041,42.58115
1716744042,44.94684
1716744043,42.88945
1716744044,42.69131
1716744045,43.59889
1716744046,44.31106
1716744047,44.20364
1716744048,44.95958
1716744049,44.22264
1716744050,44.28557
1716744051,43.38504
1716744052,42.97436
1716744053,42.13862
1716744054,43.47201
1716744055,43.20962
1716744056,43.7297
1716744057,42.95165
1716744058,43.1198
1716744059,43.60088
1716744060,43.24313
1716744061,42.57734
1716744062,43.44309
1716744063,43.19039
1716744064,43.5845
1716744065,43.61358
1716744066,43.93327
1716744067,43.05536
1716744068,42.9734
1716744069,42.92156
1716744070,45.19305
1716744071,44.05766
1716744072,43.54545
1716744073,44.52415
1716744074,43.66602
1716744075,44.21258
1716744076,43.91811
1716744077,44.46149
1716744078,45.75155
1716744079,44.96766
1716744080,44.8988
1716744081,44.94588
1716744082,44.91138
1716744083,45.59716
1716744084,45.13165
1716744085,45.01663
1716744086,43.99889
1716744087,44.7665
1716744088,43.92395
1716744089,43.36591
1716744090,44.07353
1716744091,44.15224
1716744092,43.89096
1716744093,43.98597
1716744094,44.23407
1716744095,43.50704
1716744096,44.10764
1716744097,43.68389
1716744098,45.87248
1716744099,44.55897
1716744100,45.87255
1716744101,44.35695
1716744102,44.13965
1716744103,43.63322
1716744104,73.0558
1716744105,45.0864
1716744106,44.27841
1716744107,45.66774
1716744108,45.68126
1716744109,44.59781
1716744110,43.70578
1716744111,43.90189
1716744112,44.50615
1716744113,43.82713
1716744114,44.35458
1716744115,43.56091
1716744116,42.75036
1716744117,45.65349
1716744118,44.81905
1716744119,44.43376
1716744120,44.38397
1716744121,43.7213
1716744122,43.73808
1716744123,43.50728
1716744124,42.91704
1716744125,43.55432
1716744126,43.65723
1716744127,45.40741
1716744128,46.05681
1716744129,44.33143
1716744130,43.14573
1716744131,43.15588
1716744132,43.43282
1716744133,42.87962
1716744134,43.07356
1716744135,43.3105
1716744136,46.39466
1716744137,44.05383
1716744138,43.95481
1716744139,45.78534
1716744140,44.35328
1716744141,43.823
1716744142,43.74423
1716744143,43.47475
1716744144,44.27444
1716744145,43.38083
1716744146,45.42638
1716744147,43.80806
1716744148,44.9066
1716744149,44.95618
1716744150,47.92092
1716744151,45.48634
1716744152,44.485
1716744153,43.9191
1716744154,43.7503
1716744155,43.35593
1716744156,43.86689
1716744157,43.85086
1716744158,44.31776
1716744159,44.39996
1716744160,44.39602
1716744161,44.05106
1716744162,43.98706
1716744163,44.34254
1716744164,44.11561
1716744165,44.2861
1716744166,43.85025
1716744167,46.56939
1716744168,47.30163
1716744169,46.70513
1716744170,46.10839
1716744171,44.94552
1716744172,47.58184
1716744173,44.79804
1716744174,44.62618
1716744175,43.40237
1716744176,44.38622
1716744177,47.93177
1716744178,45.07438
1716744179,45.14229
1716744180,44.83775
1716744181,44.64239
1716744182,44.07375
1716744183,44.08661
1716744184,43.8118
1716744185,43.84621
1716744186,43.5304
1716744187,43.16349
1716744188,44.0266
1716744189,43.73167
1716744190,44.00381
1716744191,43.75844
1716744192,43.28418
1716744193,43.29049
1716744194,43.01647
1716744195,42.35544
1716744196,42.44664
1716744197,42.05862
1716744198,41.9903
1716744199,42.28137
1716744200,42.0834
1716744201,42.20272
1716744202,44.21588
1716744203,43.79674
1716744204,43.09906
1716744205,44.36918
1716744206,43.02512
1716744207,43.84986
1716744208,45.29525
1716744209,43.34417
1716744210,43.01867
1716744211,45.40591
1716744212,43.61776
1716744213,43.39812
1716744214,43.02367
1716744215,43.60704
1716744216,44.94013
1716744217,46.9091
1716744218,43.84737
1716744219,43.3265
1716744220,44.87225
1716744221,44.2407
1716744222,44.3691
1716744223,43.74336
1716744224,43.22605
1716744225,45.21161
1716744226,44.75159
1716744227,43.91027
1716744228,45.98137
1716744229,44.30817
1716744230,44.44082
1716744231,44.13588
1716744232,44.15884
1716744233,46.97513
1716744234,46.73527
1716744235,45.69388
1716744236,45.62125
1716744237,44.03958
1716744238,43.51872
1716744239,44.11959
1716744240,43.43382
1716744241,43.06694
