fps,et,screenshots_num
8,1719217192,16
20,1719217193,40
19,1719217194,42
21,1719217195,39
19,1719217196,42
20,1719217197,45
20,1719217198,43
20,1719217199,43
20,1719217200,43
19,1719217201,40
20,1719217202,31
20,1719217203,40
7,1719217204,52
3,1719217205,55
8,1719217206,51
16,1719217207,43
17,1719217208,42
16,1719217209,45
17,1719217210,43
15,1719217211,43
15,1719217212,46
15,1719217213,44
15,1719217214,45
14,1719217215,46
16,1719217216,44
15,1719217217,45
18,1719217218,45
18,1719217219,44
19,1719217220,44
22,1719217221,43
20,1719217222,41
20,1719217223,43
19,1719217224,43
20,1719217225,44
21,1719217226,41
18,1719217227,40
19,1719217228,42
19,1719217229,44
19,1719217230,44
19,1719217231,42
19,1719217232,42
19,1719217233,41
21,1719217234,41
20,1719217235,43
20,1719217236,41
20,1719217237,43
20,1719217238,42
20,1719217239,43
20,1719217240,46
20,1719217241,43
19,1719217242,38
20,1719217243,44
20,1719217244,43
20,1719217245,39
20,1719217246,44
20,1719217247,42
19,1719217248,44
20,1719217249,42
21,1719217250,42
19,1719217251,43
21,1719217252,43
20,1719217253,42
19,1719217254,41
20,1719217255,42
20,1719217256,41
9,1719217257,50
5,1719217258,54
0,1719217259,59
14,1719217260,44
16,1719217261,42
17,1719217262,43
16,1719217263,44
13,1719217264,48
14,1719217265,43
16,1719217266,43
14,1719217267,46
16,1719217268,46
15,1719217269,43
14,1719217270,45
16,1719217271,44
14,1719217272,46
16,1719217273,44
14,1719217274,43
15,1719217275,44
14,1719217276,44
15,1719217277,43
16,1719217278,42
14,1719217279,43
16,1719217280,48
14,1719217281,45
16,1719217282,45
15,1719217283,45
14,1719217284,44
16,1719217285,44
14,1719217286,45
16,1719217287,45
14,1719217288,44
15,1719217289,45
16,1719217290,45
14,1719217291,48
15,1719217292,43
16,1719217293,45
15,1719217294,47
15,1719217295,43
15,1719217296,45
15,1719217297,45
15,1719217298,45
15,1719217299,46
14,1719217300,45
15,1719217301,43
15,1719217302,44
16,1719217303,44
15,1719217304,45
15,1719217305,44
15,1719217306,48
15,1719217307,44
14,1719217308,46
15,1719217309,46
15,1719217310,44
14,1719217311,46
16,1719217312,45
14,1719217313,46
15,1719217314,44
15,1719217315,44
14,1719217316,45
15,1719217317,46
14,1719217318,44
16,1719217319,46
16,1719217320,43
20,1719217321,40
21,1719217322,39
19,1719217323,40
20,1719217324,43
19,1719217325,41
20,1719217326,43
19,1719217327,42
20,1719217328,41
19,1719217329,43
19,1719217330,42
20,1719217331,43
20,1719217332,43
20,1719217333,44
20,1719217334,41
21,1719217335,43
20,1719217336,43
19,1719217337,45
20,1719217338,43
21,1719217339,43
20,1719217340,40
18,1719217341,45
20,1719217342,45
20,1719217343,41
19,1719217344,42
20,1719217345,41
20,1719217346,44
20,1719217347,42
19,1719217348,45
19,1719217349,42
19,1719217350,42
20,1719217351,40
21,1719217352,42
20,1719217353,42
20,1719217354,40
19,1719217355,40
19,1719217356,40
20,1719217357,37
19,1719217358,37
20,1719217359,36
20,1719217360,44
20,1719217361,44
20,1719217362,44
19,1719217363,45
20,1719217364,43
19,1719217365,42
21,1719217366,43
19,1719217367,43
19,1719217368,41
19,1719217369,46
21,1719217370,47
19,1719217371,43
19,1719217372,42
19,1719217373,44
20,1719217374,44
20,1719217375,44
19,1719217376,43
20,1719217377,46
19,1719217378,43
20,1719217379,45
20,1719217380,44
21,1719217381,44
20,1719217382,36
18,1719217383,38
20,1719217384,45
19,1719217385,44
20,1719217386,46
20,1719217387,44
20,1719217388,41
20,1719217389,42
20,1719217390,40
19,1719217391,38
20,1719217392,41
20,1719217393,44
20,1719217394,44
20,1719217395,47
20,1719217396,45
18,1719217397,46
19,1719217398,40
21,1719217399,49
20,1719217400,43
20,1719217401,44
19,1719217402,42
19,1719217403,42
19,1719217404,42
18,1719217405,48
21,1719217406,45
18,1719217407,45
20,1719217408,42
19,1719217409,46
21,1719217410,40
19,1719217411,44
20,1719217412,44
19,1719217413,44
20,1719217414,47
21,1719217415,44
19,1719217416,44
20,1719217417,41
20,1719217418,40
21,1719217419,42
19,1719217420,41
20,1719217421,42
19,1719217422,40
21,1719217423,42
19,1719217424,44
20,1719217425,43
20,1719217426,43
20,1719217427,45
20,1719217428,42
20,1719217429,40
20,1719217430,42
20,1719217431,44
20,1719217432,42
20,1719217433,40
