et,brisque,piqe
1717509172,41.55006,25.52051
1717509173,42.25522,26.04601
1717509174,39.7713,25.94506
1717509175,39.6608,26.07277
1717509176,40.93286,27.35189
1717509177,40.656,26.93718
1717509178,39.84611,26.49742
1717509179,39.73903,25.28647
1717509180,39.86525,27.33104
1717509181,40.11535,26.4478
1717509182,39.73616,28.7166
1717509183,40.3318,25.66665
1717509184,40.52068,26.75862
1717509185,41.47801,26.24801
1717509186,42.47924,27.3557
1717509187,44.64113,28.25096
1717509188,44.66874,28.67343
1717509189,80.83811,47.68605
1717509190,81.64505,48.88032
1717509191,81.15088,51.63009
1717509192,80.9682,48.4109
1717509193,78.77698,49.18779
1717509194,78.11208,48.87447
1717509195,78.18008,48.55283
1717509196,77.89402,45.84301
1717509197,77.8187,48.16657
1717509198,79.41022,47.93984
1717509199,72.40767,56.0674
1717509200,71.28016,55.76126
1717509201,70.32483,55.76696
1717509202,70.083,55.48998
1717509203,70.28031,55.04548
1717509204,70.10598,57.11018
1717509205,70.60032,55.59655
1717509206,70.15798,54.33028
1717509207,70.01238,54.62776
1717509208,47.05052,39.10358
1717509209,46.41828,37.41531
1717509210,46.09825,37.01662
1717509211,46.7217,37.98341
1717509212,48.52321,38.88145
1717509213,46.16784,38.51024
1717509214,49.05543,36.84338
1717509215,48.34393,37.87715
1717509216,46.25963,37.80528
1717509217,43.85456,37.1882
1717509218,43.82611,38.44165
1717509219,42.33621,29.77663
1717509220,41.84652,29.23682
1717509221,41.22339,30.5624
1717509222,40.17754,28.75693
1717509223,39.54181,29.75594
1717509224,39.08545,28.57043
1717509225,38.6204,28.75179
1717509226,39.33313,29.62306
1717509227,39.19574,28.51774
1717509228,38.84392,28.81855
1717509229,43.15739,29.20919
1717509230,41.66583,29.48348
1717509231,41.44617,30.09428
1717509232,41.79034,30.01876
1717509233,41.78339,30.11093
1717509234,80.09285,45.42285
1717509235,78.77706,50.36158
1717509236,78.976,46.86718
1717509237,78.1984,48.56189
1717509238,78.89411,46.05405
1717509239,78.04695,48.72148
1717509240,77.89758,46.07849
1717509241,79.67364,46.33811
1717509242,78.07071,47.40102
1717509243,77.15278,47.7709
1717509244,76.9404,48.51592
1717509245,78.50388,45.03346
1717509246,77.04017,49.4483
1717509247,73.50346,54.79681
1717509248,72.6012,53.34389
1717509249,71.8647,54.0798
1717509250,71.98333,55.22544
1717509251,72.20483,53.31039
1717509252,71.94377,54.69386
1717509253,71.94342,54.25191
1717509254,71.39949,55.57904
1717509255,47.32691,39.38542
1717509256,47.8351,39.09798
1717509257,47.06432,37.90397
1717509258,46.89511,39.69378
1717509259,47.56371,39.34761
1717509260,47.2182,39.35722
1717509261,47.62741,40.15327
1717509262,49.37601,40.06249
1717509263,49.58871,38.86538
1717509264,48.17429,38.73859
1717509265,48.10362,39.12391
1717509266,49.89144,30.40882
1717509267,46.29864,31.13348
1717509268,47.93983,31.76831
1717509269,48.64281,29.40007
1717509270,49.64683,30.03664
1717509271,46.04975,29.40127
1717509272,44.45548,30.73514
1717509273,49.57763,29.68512
1717509274,48.1553,29.22566
1717509275,48.1532,30.34788
1717509276,48.66332,29.15798
1717509277,49.55206,30.095
1717509278,48.96347,30.17009
1717509279,49.11174,30.81889
1717509280,49.13465,30.93447
1717509281,81.49416,49.96063
1717509282,80.8133,45.50819
1717509283,80.63425,46.1356
1717509284,79.70891,49.71871
1717509285,80.97874,43.92458
1717509286,79.86753,50.35326
1717509287,80.06896,49.0028
1717509288,82.20667,47.7202
1717509289,79.81132,48.11309
1717509290,79.34401,50.91519
1717509291,79.09184,46.82689
1717509292,80.15318,48.76789
1717509293,78.65704,47.23219
1717509294,73.82724,54.42127
1717509295,72.3697,56.2916
1717509296,72.15345,55.65525
1717509297,71.84467,57.15862
1717509298,71.95336,55.2756
1717509299,71.90269,55.78738
1717509300,71.46439,54.82009
1717509301,50.44996,40.5841
1717509302,49.87758,40.89067
1717509303,48.9174,39.20236
1717509304,48.65007,39.62043
1717509305,48.33067,39.73886
1717509306,48.91555,37.94631
1717509307,48.32104,39.00164
1717509308,48.3837,39.76165
1717509309,48.90428,39.69637
1717509310,49.0026,39.02386
1717509311,48.66901,31.62381
1717509312,46.94371,30.14322
1717509313,46.72406,29.19605
1717509314,46.56373,29.45783
1717509315,46.16953,30.17981
1717509316,46.13207,30.55565
1717509317,45.78718,30.96285
1717509318,45.42626,29.05995
1717509319,43.81213,28.65757
1717509320,43.97611,27.78909
1717509321,43.43011,27.92881
