et,brisque
1717509172,41.55006
1717509173,42.25522
1717509174,39.7713
1717509175,39.6608
1717509176,40.93286
1717509177,40.656
1717509178,39.84611
1717509179,39.73903
1717509180,39.86525
1717509181,40.11535
1717509182,39.73616
1717509183,40.3318
1717509184,40.52068
1717509185,41.47801
1717509186,42.47924
1717509187,44.64113
1717509188,44.66874
1717509189,80.83811
1717509190,81.64505
1717509191,81.15088
1717509192,80.9682
1717509193,78.77698
1717509194,78.11208
1717509195,78.18008
1717509196,77.89402
1717509197,77.8187
1717509198,79.41022
1717509199,72.40767
1717509200,71.28016
1717509201,70.32483
1717509202,70.083
1717509203,70.28031
1717509204,70.10598
1717509205,70.60032
1717509206,70.15798
1717509207,70.01238
1717509208,47.05052
1717509209,46.41828
1717509210,46.09825
1717509211,46.7217
1717509212,48.52321
1717509213,46.16784
1717509214,49.05543
1717509215,48.34393
1717509216,46.25963
1717509217,43.85456
1717509218,43.82611
1717509219,42.33621
1717509220,41.84652
1717509221,41.22339
1717509222,40.17754
1717509223,39.54181
1717509224,39.08545
1717509225,38.6204
1717509226,39.33313
1717509227,39.19574
1717509228,38.84392
1717509229,43.15739
1717509230,41.66583
1717509231,41.44617
1717509232,41.79034
1717509233,41.78339
1717509234,80.09285
1717509235,78.77706
1717509236,78.976
1717509237,78.1984
1717509238,78.89411
1717509239,78.04695
1717509240,77.89758
1717509241,79.67364
1717509242,78.07071
1717509243,77.15278
1717509244,76.9404
1717509245,78.50388
1717509246,77.04017
1717509247,73.50346
1717509248,72.6012
1717509249,71.8647
1717509250,71.98333
1717509251,72.20483
1717509252,71.94377
1717509253,71.94342
1717509254,71.39949
1717509255,47.32691
1717509256,47.8351
1717509257,47.06432
1717509258,46.89511
1717509259,47.56371
1717509260,47.2182
1717509261,47.62741
1717509262,49.37601
1717509263,49.58871
1717509264,48.17429
1717509265,48.10362
1717509266,49.89144
1717509267,46.29864
1717509268,47.93983
1717509269,48.64281
1717509270,49.64683
1717509271,46.04975
1717509272,44.45548
1717509273,49.57763
1717509274,48.1553
1717509275,48.1532
1717509276,48.66332
1717509277,49.55206
1717509278,48.96347
1717509279,49.11174
1717509280,49.13465
1717509281,81.49416
1717509282,80.8133
1717509283,80.63425
1717509284,79.70891
1717509285,80.97874
1717509286,79.86753
1717509287,80.06896
1717509288,82.20667
1717509289,79.81132
1717509290,79.34401
1717509291,79.09184
1717509292,80.15318
1717509293,78.65704
1717509294,73.82724
1717509295,72.3697
1717509296,72.15345
1717509297,71.84467
1717509298,71.95336
1717509299,71.90269
1717509300,71.46439
1717509301,50.44996
1717509302,49.87758
1717509303,48.9174
1717509304,48.65007
1717509305,48.33067
1717509306,48.91555
1717509307,48.32104
1717509308,48.3837
1717509309,48.90428
1717509310,49.0026
1717509311,48.66901
1717509312,46.94371
1717509313,46.72406
1717509314,46.56373
1717509315,46.16953
1717509316,46.13207
1717509317,45.78718
1717509318,45.42626
1717509319,43.81213
1717509320,43.97611
1717509321,43.43011
1717509322,43.52037
1717509323,43.32539
1717509324,45.22339
1717509325,44.64561
1717509326,43.90134
1717509327,43.86721
1717509328,43.28099
1717509329,44.07664
1717509330,44.07852
1717509331,44.62574
1717509332,45.02754
1717509333,45.02981
1717509334,45.11043
1717509335,43.08355
1717509336,44.42621
1717509337,45.01057
1717509338,45.20306
1717509339,44.82809
1717509340,44.63084
1717509341,44.47992
1717509342,44.65612
1717509343,44.51219
1717509344,44.82069
1717509345,44.23111
1717509346,44.06452
1717509347,44.41604
1717509348,44.1991
1717509349,43.70756
1717509350,43.99987
1717509351,44.0025
1717509352,43.33108
1717509353,43.24677
1717509354,43.17442
1717509355,43.11258
1717509356,43.08627
1717509357,43.25124
1717509358,43.10439
1717509359,42.94749
1717509360,43.142
1717509361,43.15941
1717509362,42.80713
1717509363,42.7935
1717509364,42.83625
1717509365,43.2535
1717509366,42.83798
1717509367,43.47098
1717509368,43.7364
1717509369,43.2317
1717509370,43.00793
1717509371,45.61662
1717509372,44.15496
1717509373,44.27581
1717509374,44.65915
1717509375,43.78446
1717509376,44.11361
1717509377,43.91793
1717509378,45.08301
1717509379,45.73833
1717509380,45.35449
1717509381,43.72531
1717509382,43.27632
1717509383,43.3298
1717509384,43.39045
1717509385,43.11662
1717509386,44.75202
1717509387,44.83178
1717509388,44.03867
1717509389,43.26852
1717509390,43.66752
1717509391,44.42931
1717509392,43.70577
1717509393,42.48721
1717509394,42.51783
1717509395,42.6701
1717509396,42.40156
1717509397,42.6444
1717509398,43.22972
1717509399,43.04101
1717509400,43.32078
1717509401,43.72874
1717509402,43.49341
1717509403,46.27953
1717509404,43.85908
1717509405,43.67609
1717509406,43.90229
1717509407,43.65803
1717509408,44.21854
1717509409,44.08663
1717509410,43.96795
1717509411,46.08086
1717509412,46.71536
1717509413,45.73793
